batch,epoch,train_accuracy,train_loss
1465.0,11.0,0.84375,0.696573
1466.0,11.0,0.90625,0.40082398
1467.0,11.0,0.90625,0.6176279
1468.0,11.0,0.78125,0.88599426
1469.0,11.0,0.90625,0.48653823
1470.0,11.0,0.8125,0.7781204
1471.0,11.0,0.875,0.59404266
1472.0,11.0,0.8125,0.7416197
1473.0,11.0,0.78125,0.71593165
1474.0,11.0,0.875,0.64998126
1475.0,11.0,0.84375,0.6055372
1476.0,11.0,0.8125,1.0154021
1477.0,11.0,0.875,0.58805436
1478.0,11.0,0.84375,0.696881
1479.0,11.0,0.78125,0.7190305
1480.0,11.0,0.875,0.58741164
1481.0,11.0,0.78125,0.773371
1482.0,11.0,0.78125,0.732731
1483.0,11.0,0.8125,0.5671626
1484.0,11.0,0.90625,0.45510557
1485.0,11.0,0.875,0.5710792
1486.0,11.0,0.90625,0.28519306
1487.0,11.0,0.90625,0.44309402
1488.0,11.0,0.90625,0.46610928
1489.0,11.0,0.8125,0.7886816
1490.0,11.0,0.84375,0.83550686
1491.0,11.0,0.8125,0.73489916
1492.0,11.0,0.8125,0.8446959
1493.0,11.0,0.8125,0.85922474
1494.0,11.0,0.8125,0.7757431
1495.0,11.0,0.8125,0.6672248
1496.0,11.0,0.75,1.6263713
1497.0,12.0,0.875,0.6009997
1498.0,12.0,0.8125,0.73281676
1499.0,12.0,0.90625,0.4855629
1500.0,12.0,0.90625,0.477347
1501.0,12.0,0.9375,0.48305643
1502.0,12.0,0.875,0.42880923
1503.0,12.0,0.8125,0.6828075
1504.0,12.0,0.78125,0.7199276
1505.0,12.0,0.875,0.8604387
1506.0,12.0,0.84375,0.5199355
1507.0,12.0,0.78125,0.7974579
1508.0,12.0,0.84375,0.6616555
1509.0,12.0,0.84375,0.57692534
1510.0,12.0,0.78125,0.67492604
1511.0,12.0,0.875,0.5204923
1512.0,12.0,0.90625,0.5192355
1513.0,12.0,0.84375,0.69220287
1514.0,12.0,0.8125,0.6335037
1515.0,12.0,0.84375,0.564205
1516.0,12.0,0.84375,0.67054766
1517.0,12.0,0.90625,0.34768447
1518.0,12.0,0.875,0.58370626
1519.0,12.0,0.78125,0.9808262
1520.0,12.0,0.71875,0.85188776
1521.0,12.0,0.75,0.71090156
1522.0,12.0,0.8125,0.7229315
1523.0,12.0,0.875,0.41783395
1524.0,12.0,0.90625,0.55543256
1525.0,12.0,0.84375,0.6945701
1526.0,12.0,0.8125,0.78238267
1527.0,12.0,0.96875,0.3770936
1528.0,12.0,0.9375,0.53745615
1529.0,12.0,0.875,0.6227157
1530.0,12.0,0.71875,1.0453182
1531.0,12.0,0.84375,0.54222995
1532.0,12.0,0.71875,1.0839355
1533.0,12.0,0.84375,0.5616044
1534.0,12.0,0.90625,0.5181081
1535.0,12.0,0.875,0.51829094
1536.0,12.0,0.78125,0.8044936
1537.0,12.0,0.96875,0.3881984
1538.0,12.0,0.90625,0.7571882
1539.0,12.0,0.8125,0.6480796
1540.0,12.0,0.875,0.6390831
1541.0,12.0,0.84375,0.68904877
1542.0,12.0,0.71875,0.9348319
1543.0,12.0,0.9375,0.36654
1544.0,12.0,0.90625,0.5539513
1545.0,12.0,0.875,0.505026
1546.0,12.0,0.96875,0.3201641
1547.0,12.0,0.90625,0.41469154
1548.0,12.0,0.9375,0.30698207
1549.0,12.0,0.84375,0.68150544
1550.0,12.0,0.90625,0.58644736
1551.0,12.0,0.96875,0.36643174
1552.0,12.0,0.9375,0.3882465
1553.0,12.0,0.75,1.0014604
1554.0,12.0,0.78125,1.0590073
1555.0,12.0,0.84375,0.738304
1556.0,12.0,0.8125,0.7668805
1557.0,12.0,0.71875,1.1794711
1558.0,12.0,0.90625,0.63398725
1559.0,12.0,0.90625,0.47022942
1560.0,12.0,0.875,0.6887548
1561.0,12.0,0.84375,0.634273
1562.0,12.0,0.8125,0.75733066
1563.0,12.0,0.90625,0.54316527
1564.0,12.0,0.96875,0.30970293
1565.0,12.0,0.75,0.7226912
1566.0,12.0,0.875,0.34936374
1567.0,12.0,0.75,0.64335954
1568.0,12.0,0.875,0.43813956
1569.0,12.0,0.8125,0.93753016
1570.0,12.0,0.90625,0.5313456
1571.0,12.0,0.875,0.5703939
1572.0,12.0,0.875,0.4520921
1573.0,12.0,0.9375,0.30975989
1574.0,12.0,0.84375,0.8656795
1575.0,12.0,0.8125,0.7114035
1576.0,12.0,0.78125,0.9082525
1577.0,12.0,0.84375,0.64785033
1578.0,12.0,0.875,0.60773766
1579.0,12.0,0.84375,0.6323508
1580.0,12.0,0.90625,0.45131236
1581.0,12.0,0.78125,0.89843076
1582.0,12.0,0.875,0.50859493
1583.0,12.0,0.8125,0.764473
1584.0,12.0,0.90625,0.5503313
1585.0,12.0,0.8125,0.7387561
1586.0,12.0,0.875,0.5378699
1587.0,12.0,0.75,0.7326195
1588.0,12.0,0.90625,0.6087974
1589.0,12.0,0.90625,0.7011037
1590.0,12.0,0.875,0.71607536
1591.0,12.0,0.9375,0.5333562
1592.0,12.0,0.84375,0.6279523
1593.0,12.0,0.84375,0.44604325
1594.0,12.0,0.875,0.48434356
1595.0,12.0,0.8125,0.7934973
1596.0,12.0,0.875,0.5427634
1597.0,12.0,0.90625,0.3089662
1598.0,12.0,0.8125,0.7463349
1599.0,12.0,0.84375,0.6484437
1600.0,12.0,0.8125,0.7611694
1601.0,12.0,0.6875,1.0107312
1602.0,12.0,0.8125,0.6341891
1603.0,12.0,0.75,0.9763173
1604.0,12.0,0.78125,0.84364885
1605.0,12.0,0.8125,0.60327244
1606.0,12.0,0.75,0.7330591
1607.0,12.0,0.75,0.8996572
1608.0,12.0,0.875,0.658881
1609.0,12.0,0.84375,0.66817063
1610.0,12.0,0.875,0.5998924
1611.0,12.0,0.875,0.71995604
1612.0,12.0,0.84375,0.6728968
1613.0,12.0,0.90625,0.46516344
1614.0,12.0,0.90625,0.5301873
1615.0,12.0,0.65625,0.8596537
1616.0,12.0,0.875,0.66857266
1617.0,12.0,0.75,0.56505454
1618.0,12.0,0.90625,0.5968674
1619.0,12.0,0.875,0.6287596
1620.0,12.0,0.9375,0.46046197
1621.0,12.0,0.875,0.63629323
1622.0,12.0,0.9375,0.35651433
1623.0,12.0,0.90625,0.5206338
1624.0,12.0,0.84375,0.74876976
1625.0,12.0,0.875,0.6023345
1626.0,12.0,0.90625,0.49761027
1627.0,12.0,0.875,0.6070121
1628.0,12.0,0.78125,0.92846334
1629.0,12.0,0.75,1.2018101
1630.0,12.0,0.875,0.6700006
1631.0,12.0,0.71875,0.9208274
1632.0,12.0,0.75,0.79557085
1633.0,13.0,0.875,0.52239114
1634.0,13.0,0.90625,0.6433128
1635.0,13.0,0.84375,0.6698751
1636.0,13.0,0.875,0.4366765
1637.0,13.0,0.78125,0.73996246
1638.0,13.0,0.78125,0.7132279
1639.0,13.0,0.84375,0.5837259
1640.0,13.0,0.84375,0.5672583
1641.0,13.0,0.875,0.5371568
1642.0,13.0,0.78125,0.53377175
1643.0,13.0,0.9375,0.5269803
1644.0,13.0,0.90625,0.42501444
1645.0,13.0,0.90625,0.5427815
1646.0,13.0,0.84375,0.7280786
1647.0,13.0,0.75,0.82315814
1648.0,13.0,0.90625,0.52920294
1649.0,13.0,0.84375,0.72041184
1650.0,13.0,0.96875,0.33321163
1651.0,13.0,0.8125,0.7029872
1652.0,13.0,0.90625,0.7441541
1653.0,13.0,0.875,0.58010024
1654.0,13.0,0.75,0.82842815
1655.0,13.0,0.6875,0.9720038
1656.0,13.0,0.6875,1.13524
1657.0,13.0,0.84375,0.61281973
1658.0,13.0,0.875,0.5859089
1659.0,13.0,0.84375,0.730348
1660.0,13.0,0.875,0.7494223
1661.0,13.0,0.9375,0.4536618
1662.0,13.0,0.9375,0.5908997
1663.0,13.0,0.875,0.6539523
1664.0,13.0,0.875,0.67890215
1665.0,13.0,0.9375,0.43332633
1666.0,13.0,0.90625,0.42760384
1667.0,13.0,0.96875,0.21376279
1668.0,13.0,0.96875,0.42952302
1669.0,13.0,0.9375,0.50769275
1670.0,13.0,0.875,0.5196806
1671.0,13.0,0.875,0.7334725
1672.0,13.0,0.84375,0.67595494
1673.0,13.0,0.875,0.6634372
1674.0,13.0,0.8125,0.7753961
1675.0,13.0,0.875,0.6222187
1676.0,13.0,0.8125,0.6626088
1677.0,13.0,0.875,0.72823894
1678.0,13.0,0.9375,0.4786641
1679.0,13.0,0.875,0.46812788
1680.0,13.0,0.84375,0.5115352
1681.0,13.0,0.78125,0.8826355
1682.0,13.0,0.8125,0.6801511
1683.0,13.0,0.75,0.96164894
1684.0,13.0,0.8125,0.6537872
1685.0,13.0,0.8125,0.5803619
1686.0,13.0,0.84375,0.6087079
1687.0,13.0,0.84375,0.67289853
1688.0,13.0,0.9375,0.5754727
1689.0,13.0,0.875,0.6136329
1690.0,13.0,0.78125,0.81285655
1691.0,13.0,0.875,0.59693
1692.0,13.0,0.90625,0.39238197
1693.0,13.0,0.875,0.63271767
1694.0,13.0,0.84375,0.7561483
1695.0,13.0,0.8125,0.6193679
1696.0,13.0,0.90625,0.38362715
1697.0,13.0,0.96875,0.24650364
1698.0,13.0,0.8125,0.7187433
1699.0,13.0,0.71875,0.82072777
1700.0,13.0,0.84375,0.6511451
1701.0,13.0,0.90625,0.5740936
1702.0,13.0,0.78125,1.0536363
1703.0,13.0,0.9375,0.3985404
1704.0,13.0,0.875,0.5300413
1705.0,13.0,0.9375,0.58129674
1706.0,13.0,0.78125,0.98324203
1707.0,13.0,0.84375,0.7344924
1708.0,13.0,0.9375,0.4982677
1709.0,13.0,0.90625,0.44161308
1710.0,13.0,0.9375,0.424162
1711.0,13.0,0.75,0.7719496
1712.0,13.0,0.78125,0.77817714
1713.0,13.0,0.96875,0.34200147
1714.0,13.0,0.96875,0.26066196
1715.0,13.0,0.90625,0.5349355
1716.0,13.0,0.875,0.40772304
1717.0,13.0,0.84375,0.8218388
1718.0,13.0,0.90625,0.45861197
1719.0,13.0,0.71875,1.0226479
1720.0,13.0,0.875,0.7039583
1721.0,13.0,0.8125,0.7658986
1722.0,13.0,0.8125,0.6405494
1723.0,13.0,0.875,0.59047973
1724.0,13.0,0.84375,0.52750134
1725.0,13.0,0.875,0.5916742
1726.0,13.0,0.9375,0.45403996
1727.0,13.0,0.75,0.72492623
1728.0,13.0,0.90625,0.5359717
1729.0,13.0,0.96875,0.41976386
1730.0,13.0,0.78125,0.9883788
1731.0,13.0,0.8125,0.65357673
1732.0,13.0,0.875,0.47430167
1733.0,13.0,0.78125,0.8349615
1734.0,13.0,0.8125,0.68216354
1735.0,13.0,0.84375,0.48439923
1736.0,13.0,0.90625,0.40133825
1737.0,13.0,0.84375,0.68136775
1738.0,13.0,0.8125,0.8130753
1739.0,13.0,0.90625,0.6076283
1740.0,13.0,0.875,0.61515886
1741.0,13.0,0.84375,0.59661084
1742.0,13.0,0.8125,0.6027844
1743.0,13.0,0.875,0.52967954
1744.0,13.0,0.8125,0.62007517
1745.0,13.0,0.90625,0.43018267
1746.0,13.0,0.78125,0.7955307
1747.0,13.0,0.875,0.5236348
1748.0,13.0,0.875,0.44217265
1749.0,13.0,0.90625,0.57187635
1750.0,13.0,0.875,0.6011774
1751.0,13.0,0.75,0.8845032
1752.0,13.0,0.84375,0.8248629
1753.0,13.0,0.84375,0.7470417
1754.0,13.0,0.9375,0.4083688
1755.0,13.0,0.8125,0.64112765
1756.0,13.0,0.84375,0.649049
1757.0,13.0,0.875,0.65918577
1758.0,13.0,0.9375,0.49779996
1759.0,13.0,0.78125,0.6413998
1760.0,13.0,0.8125,0.7343127
1761.0,13.0,0.9375,0.45917773
1762.0,13.0,0.8125,0.8766811
1763.0,13.0,0.875,0.6266032
1764.0,13.0,0.78125,0.58938354
1765.0,13.0,0.84375,0.54084533
1766.0,13.0,0.875,0.54432374
1767.0,13.0,0.8125,0.6776583
1768.0,13.0,0.8333333333333334,0.7586896
1769.0,14.0,0.90625,0.620875
1770.0,14.0,0.8125,0.67706287
1771.0,14.0,0.78125,0.8708027
1772.0,14.0,0.8125,0.7765628
1773.0,14.0,0.9375,0.38512614
1774.0,14.0,0.96875,0.37887958
1775.0,14.0,0.8125,0.70452
1776.0,14.0,0.9375,0.26774687
1777.0,14.0,0.9375,0.41420367
1778.0,14.0,0.875,0.5712926
1779.0,14.0,0.8125,0.62282264
1780.0,14.0,0.78125,0.6668851
1781.0,14.0,0.8125,0.85141325
1782.0,14.0,0.875,0.48831668
1783.0,14.0,0.78125,0.81798065
1784.0,14.0,0.78125,0.9786025
1785.0,14.0,0.84375,0.67013407
1786.0,14.0,0.8125,0.717876
1787.0,14.0,0.90625,0.38166428
1788.0,14.0,0.875,0.46692234
1789.0,14.0,0.71875,0.82315147
1790.0,14.0,0.9375,0.35783982
1791.0,14.0,0.8125,0.6816853
1792.0,14.0,0.9375,0.49466106
1793.0,14.0,0.8125,0.7337567
1794.0,14.0,0.9375,0.47762695
1795.0,14.0,0.84375,0.5082816
1796.0,14.0,0.625,1.3956856
1797.0,14.0,0.90625,0.5491223
1798.0,14.0,0.90625,0.51986456
1799.0,14.0,0.9375,0.42068732
1800.0,14.0,0.8125,0.76474655
1801.0,14.0,0.6875,0.96151066
1802.0,14.0,0.96875,0.17707026
1803.0,14.0,0.90625,0.5302256
1804.0,14.0,0.8125,0.6108819
1805.0,14.0,0.8125,0.63238996
1806.0,14.0,0.8125,0.66325414
1807.0,14.0,0.875,0.65199846
1808.0,14.0,0.84375,0.5484738
1809.0,14.0,0.875,0.72447276
1810.0,14.0,0.90625,0.3779364
1811.0,14.0,0.84375,0.8142572
1812.0,14.0,0.9375,0.4756648
1813.0,14.0,0.84375,0.50775516
1814.0,14.0,0.90625,0.6781804
1815.0,14.0,0.9375,0.29120764
1816.0,14.0,0.9375,0.2526449
1817.0,14.0,0.875,0.64549744
1818.0,14.0,0.84375,0.53508884
1819.0,14.0,0.96875,0.30662978
1820.0,14.0,0.75,0.89338183
1821.0,14.0,0.84375,0.7627513
1822.0,14.0,0.875,0.7374724
1823.0,14.0,0.8125,0.9188488
1824.0,14.0,0.75,0.90193343
1825.0,14.0,0.75,0.7739985
1826.0,14.0,0.75,0.8806241
1827.0,14.0,0.84375,0.6647641
1828.0,14.0,0.875,0.40042084
1829.0,14.0,0.8125,0.82316005
1830.0,14.0,0.9375,0.44534424
1831.0,14.0,0.96875,0.24285981
1832.0,14.0,0.78125,0.9757912
1833.0,14.0,0.84375,0.53800774
1834.0,14.0,0.90625,0.50049365
1835.0,14.0,0.875,0.42281675
1836.0,14.0,0.75,0.8017074
1837.0,14.0,0.875,0.5395299
1838.0,14.0,0.78125,0.85340077
1839.0,14.0,0.71875,0.8606472
1840.0,14.0,0.78125,0.69838697
1841.0,14.0,0.875,0.5411424
1842.0,14.0,0.84375,0.5372964
1843.0,14.0,0.75,0.64447653
1844.0,14.0,0.9375,0.32264394
1845.0,14.0,0.90625,0.5104618
1846.0,14.0,0.78125,0.69848496
1847.0,14.0,0.84375,0.82698745
1848.0,14.0,0.875,0.60604906
1849.0,14.0,0.8125,0.8431728
1850.0,14.0,0.9375,0.38532838
1851.0,14.0,0.9375,0.3913613
1852.0,14.0,0.84375,0.68309426
1853.0,14.0,0.8125,0.4847062
1854.0,14.0,0.78125,0.7219959
1855.0,14.0,0.8125,0.75148207
1856.0,14.0,0.90625,0.39660123
1857.0,14.0,0.875,0.48703772
1858.0,14.0,0.84375,0.568955
1859.0,14.0,0.96875,0.51223356
1860.0,14.0,0.84375,0.52309793
1861.0,14.0,0.8125,0.6957235
1862.0,14.0,0.90625,0.49389732
1863.0,14.0,0.90625,0.42643628
1864.0,14.0,0.8125,0.6179484
1865.0,14.0,0.78125,0.82838243
1866.0,14.0,0.875,0.60831267
1867.0,14.0,0.875,0.5030375
1868.0,14.0,0.84375,0.5961626
1869.0,14.0,0.8125,0.6789197
1870.0,14.0,0.8125,0.60237414
1871.0,14.0,0.84375,0.8183924
1872.0,14.0,0.84375,0.5600001
1873.0,14.0,0.8125,0.7056367
1874.0,14.0,0.875,0.38739064
1875.0,14.0,0.8125,0.84054726
1876.0,14.0,0.90625,0.35549164
1877.0,14.0,0.75,0.68366593
1878.0,14.0,0.75,0.7266714
1879.0,14.0,0.9375,0.48576447
1880.0,14.0,0.78125,0.91829985
1881.0,14.0,0.9375,0.37648124
1882.0,14.0,0.90625,0.49614847
1883.0,14.0,0.8125,0.90494144
1884.0,14.0,0.84375,0.56715876
1885.0,14.0,0.78125,0.76566845
1886.0,14.0,0.875,0.45884395
1887.0,14.0,0.90625,0.4080049
1888.0,14.0,0.90625,0.45265844
1889.0,14.0,0.875,0.37626043
1890.0,14.0,0.6875,0.92692363
1891.0,14.0,0.84375,0.67184263
1892.0,14.0,0.875,0.65416235
1893.0,14.0,0.96875,0.36896387
1894.0,14.0,0.8125,0.713635
1895.0,14.0,0.875,0.55079675
1896.0,14.0,0.84375,0.6550124
1897.0,14.0,0.78125,0.7803631
1898.0,14.0,0.8125,0.6345582
1899.0,14.0,0.90625,0.46251255
1900.0,14.0,0.8125,0.66411376
1901.0,14.0,0.8125,0.6160337
1902.0,14.0,0.875,0.52680594
1903.0,14.0,0.875,0.52850294
1904.0,14.0,0.6666666666666666,1.532034
1905.0,15.0,0.9375,0.5508624
1906.0,15.0,0.84375,0.45476678
1907.0,15.0,0.9375,0.3017332
1908.0,15.0,0.875,0.78264487
1909.0,15.0,0.90625,0.45233044
1910.0,15.0,0.84375,0.7097057
1911.0,15.0,0.875,0.60312974
1912.0,15.0,0.84375,0.7007841
1913.0,15.0,0.84375,0.72263736
1914.0,15.0,0.9375,0.32855755
1915.0,15.0,0.875,0.5996173
1916.0,15.0,0.875,0.5629047
1917.0,15.0,0.875,0.6078974
1918.0,15.0,0.8125,0.7322789
1919.0,15.0,0.84375,0.73290354
1920.0,15.0,0.90625,0.5621878
1921.0,15.0,0.8125,0.61290866
1922.0,15.0,0.96875,0.3102222
1923.0,15.0,0.8125,0.6195362
1924.0,15.0,0.90625,0.8441609
1925.0,15.0,0.8125,0.54664785
1926.0,15.0,0.90625,0.513613
1927.0,15.0,0.96875,0.27383882
1928.0,15.0,0.75,0.83801115
1929.0,15.0,0.75,0.73649156
1930.0,15.0,0.8125,0.7335338
1931.0,15.0,0.84375,0.4799908
1932.0,15.0,0.84375,0.57080984
1933.0,15.0,0.84375,0.61611724
1934.0,15.0,0.8125,0.85067976
1935.0,15.0,0.90625,0.4041314
1936.0,15.0,0.8125,0.6737338
1937.0,15.0,0.84375,0.8046343
1938.0,15.0,0.78125,0.6335566
1939.0,15.0,0.75,0.71621644
1940.0,15.0,0.84375,0.7655461
1941.0,15.0,0.875,0.5373136
1942.0,15.0,0.84375,0.755189
1943.0,15.0,0.90625,0.33486122
1944.0,15.0,0.875,0.5537434
1945.0,15.0,0.84375,0.4607929
1946.0,15.0,0.875,0.66210854
1947.0,15.0,0.90625,0.38444832
1948.0,15.0,0.90625,0.3681787
1949.0,15.0,0.78125,0.6519506
1950.0,15.0,0.9375,0.5086916
1951.0,15.0,0.90625,0.57535106
1952.0,15.0,0.78125,0.7349143
1953.0,15.0,0.8125,0.54634136
1954.0,15.0,0.96875,0.30487683
1955.0,15.0,0.875,0.5523225
1956.0,15.0,0.875,0.53397554
1957.0,15.0,0.8125,0.87034315
1958.0,15.0,0.96875,0.24301675
1959.0,15.0,0.78125,0.66031224
1960.0,15.0,0.90625,0.6331913
1961.0,15.0,0.96875,0.49953517
1962.0,15.0,0.84375,0.69745857
1963.0,15.0,0.84375,0.64837503
1964.0,15.0,0.84375,0.63788986
1965.0,15.0,0.875,0.5297199
1966.0,15.0,0.9375,0.47181126
1967.0,15.0,0.8125,0.74956566
1968.0,15.0,0.8125,0.8326268
1969.0,15.0,0.90625,0.5129452
1970.0,15.0,0.84375,0.52323425
1971.0,15.0,0.96875,0.43610144
1972.0,15.0,0.84375,0.62739503
1973.0,15.0,0.84375,0.6350842
1974.0,15.0,0.65625,1.1035689
1975.0,15.0,0.71875,0.96837336
1976.0,15.0,0.84375,0.5426709
1977.0,15.0,0.8125,0.6727747
1978.0,15.0,0.90625,0.41690528
1979.0,15.0,0.84375,0.78493506
1980.0,15.0,0.8125,0.7684477
1981.0,15.0,0.90625,0.3217703
1982.0,15.0,0.8125,0.7004913
1983.0,15.0,0.875,0.41567752
1984.0,15.0,0.96875,0.4238254
1985.0,15.0,0.8125,0.72931886
1986.0,15.0,0.84375,0.6424879
1987.0,15.0,0.90625,0.39309862
1988.0,15.0,0.84375,0.63925594
1989.0,15.0,0.78125,0.59231555
1990.0,15.0,0.875,0.6224405
1991.0,15.0,0.875,0.4202212
1992.0,15.0,0.78125,0.82545483
1993.0,15.0,0.6875,0.8025517
1994.0,15.0,0.84375,0.51234823
1995.0,15.0,0.84375,0.6618159
1996.0,15.0,0.78125,0.75951904
1997.0,15.0,0.84375,0.750152
1998.0,15.0,0.75,1.2165713
1999.0,15.0,0.875,0.5060899
2000.0,15.0,0.78125,0.74173313
2001.0,15.0,0.875,0.5176219
2002.0,15.0,0.96875,0.24537985
2003.0,15.0,0.75,0.9129716
2004.0,15.0,0.90625,0.55288315
2005.0,15.0,0.90625,0.59472144
2006.0,15.0,0.875,0.5969434
2007.0,15.0,0.84375,0.6084371
2008.0,15.0,0.78125,0.8925797
2009.0,15.0,0.90625,0.47930327
2010.0,15.0,0.90625,0.48244783
2011.0,15.0,0.9375,0.513049
2012.0,15.0,0.84375,0.57216805
2013.0,15.0,0.96875,0.36886415
2014.0,15.0,0.875,0.4782976
2015.0,15.0,0.84375,0.67618144
2016.0,15.0,0.8125,0.59340036
2017.0,15.0,0.90625,0.5040666
2018.0,15.0,0.875,0.6867873
2019.0,15.0,0.90625,0.4484164
2020.0,15.0,0.84375,0.8158745
2021.0,15.0,0.75,0.8072901
2022.0,15.0,0.84375,0.55274284
2023.0,15.0,0.9375,0.30242625
2024.0,15.0,0.875,0.5546695
2025.0,15.0,0.71875,0.9449906
2026.0,15.0,0.84375,0.47871372
2027.0,15.0,0.71875,1.1657084
2028.0,15.0,0.90625,0.5541137
2029.0,15.0,0.8125,0.8548586
2030.0,15.0,0.78125,0.68844795
2031.0,15.0,0.75,0.80018824
2032.0,15.0,0.90625,0.42370826
2033.0,15.0,0.8125,0.8058929
2034.0,15.0,0.8125,0.56612957
2035.0,15.0,0.8125,0.726292
2036.0,15.0,0.875,0.7348661
2037.0,15.0,0.75,0.8754191
2038.0,15.0,0.90625,0.4553838
2039.0,15.0,0.90625,0.48442355
2040.0,15.0,0.8333333333333334,0.47729185
2041.0,16.0,0.90625,0.60693985
2042.0,16.0,0.96875,0.3224247
2043.0,16.0,0.875,0.6509843
2044.0,16.0,0.9375,0.3848181
2045.0,16.0,0.78125,0.82807297
2046.0,16.0,0.875,0.50041693
2047.0,16.0,0.875,0.35177252
2048.0,16.0,1.0,0.23707233
2049.0,16.0,0.90625,0.4837008
2050.0,16.0,0.9375,0.40474325
2051.0,16.0,0.8125,0.78079355
2052.0,16.0,0.84375,0.5949508
2053.0,16.0,0.90625,0.5195555
2054.0,16.0,0.90625,0.5615897
2055.0,16.0,0.875,0.36399436
2056.0,16.0,0.875,0.48499462
2057.0,16.0,0.8125,0.5974824
2058.0,16.0,0.84375,0.4584972
2059.0,16.0,0.90625,0.63572574
2060.0,16.0,0.75,0.7712899
2061.0,16.0,0.78125,0.9771054
2062.0,16.0,0.84375,0.63919604
2063.0,16.0,0.90625,0.5790449
2064.0,16.0,0.75,0.6640495
2065.0,16.0,0.9375,0.4770021
2066.0,16.0,0.84375,0.55820394
2067.0,16.0,0.875,0.6538536
2068.0,16.0,0.875,0.53600293
2069.0,16.0,0.875,0.70466316
2070.0,16.0,0.875,0.5689381
2071.0,16.0,0.875,0.6597594
2072.0,16.0,0.9375,0.41226086
2073.0,16.0,0.78125,0.60648036
2074.0,16.0,0.8125,0.8383707
2075.0,16.0,0.90625,0.7811036
2076.0,16.0,0.9375,0.49694282
2077.0,16.0,0.84375,0.5412814
2078.0,16.0,0.75,0.9005014
2079.0,16.0,0.90625,0.5645756
2080.0,16.0,0.875,0.50852615
2081.0,16.0,0.8125,0.6234421
2082.0,16.0,0.84375,0.51092577
2083.0,16.0,0.8125,0.74774915
2084.0,16.0,0.84375,0.64465404
2085.0,16.0,0.96875,0.22365183
2086.0,16.0,0.90625,0.48668316
2087.0,16.0,0.90625,0.4422392
2088.0,16.0,0.8125,0.747989
2089.0,16.0,0.90625,0.5237883
2090.0,16.0,0.84375,0.50834215
2091.0,16.0,0.84375,0.81774014
2092.0,16.0,0.8125,0.6152841
2093.0,16.0,0.875,0.49168947
2094.0,16.0,0.90625,0.41750044
2095.0,16.0,0.78125,0.8262026
2096.0,16.0,0.90625,0.34195587
2097.0,16.0,0.90625,0.58146644
2098.0,16.0,0.875,0.51633716
2099.0,16.0,0.90625,0.4528188
2100.0,16.0,0.84375,0.64267063
2101.0,16.0,0.8125,0.8001557
2102.0,16.0,0.8125,0.71273977
2103.0,16.0,0.875,0.4061622
2104.0,16.0,0.84375,0.5922757
2105.0,16.0,0.8125,0.5903464
2106.0,16.0,0.90625,0.5253968
2107.0,16.0,0.90625,0.53579223
2108.0,16.0,0.9375,0.34826374
2109.0,16.0,0.875,0.54110336
2110.0,16.0,0.875,0.7759672
2111.0,16.0,0.78125,0.8687184
2112.0,16.0,0.875,0.5851778
2113.0,16.0,0.875,0.6572164
2114.0,16.0,0.90625,0.42733517
2115.0,16.0,0.90625,0.40883717
2116.0,16.0,0.875,0.72949076
2117.0,16.0,0.84375,0.70444465
2118.0,16.0,0.78125,0.74506164
2119.0,16.0,0.84375,0.658273
2120.0,16.0,0.875,0.51345086
2121.0,16.0,0.8125,0.9636778
2122.0,16.0,0.875,0.5578859
2123.0,16.0,0.78125,0.7508859
2124.0,16.0,0.84375,0.6165659
2125.0,16.0,0.90625,0.37454
2126.0,16.0,0.78125,0.7000804
2127.0,16.0,0.8125,0.7829962
2128.0,16.0,0.875,0.38790882
2129.0,16.0,0.84375,0.5385957
2130.0,16.0,0.9375,0.3305226
2131.0,16.0,0.90625,0.5687467
2132.0,16.0,0.84375,0.90245146
2133.0,16.0,0.875,0.3778759
2134.0,16.0,0.84375,0.6809732
2135.0,16.0,0.875,0.44797003
2136.0,16.0,0.96875,0.4063499
2137.0,16.0,0.875,0.5287297
2138.0,16.0,0.90625,0.47714767
2139.0,16.0,0.75,0.81218183
2140.0,16.0,0.875,0.5646437
2141.0,16.0,0.75,0.9496078
2142.0,16.0,0.84375,0.7191499
2143.0,16.0,0.8125,0.73286504
2144.0,16.0,0.78125,0.96410674
2145.0,16.0,0.90625,0.5199665
2146.0,16.0,0.90625,0.58772135
2147.0,16.0,0.75,0.9274792
2148.0,16.0,0.84375,0.644794
2149.0,16.0,0.84375,0.6425722
2150.0,16.0,0.9375,0.3425128
2151.0,16.0,0.8125,0.5657807
2152.0,16.0,0.84375,0.5663451
2153.0,16.0,0.875,0.5336982
2154.0,16.0,0.78125,0.8933337
2155.0,16.0,0.90625,0.39265785
2156.0,16.0,0.84375,0.66897655
2157.0,16.0,0.90625,0.44202977
2158.0,16.0,0.90625,0.5183836
2159.0,16.0,0.78125,0.94551045
2160.0,16.0,0.75,0.88904506
2161.0,16.0,0.84375,0.9249642
2162.0,16.0,0.8125,0.5984463
2163.0,16.0,0.84375,0.46830124
2164.0,16.0,0.84375,0.7644507
2165.0,16.0,0.90625,0.53778315
2166.0,16.0,0.8125,0.48595783
2167.0,16.0,0.96875,0.19715416
2168.0,16.0,0.78125,0.7101236
2169.0,16.0,0.84375,0.52546704
2170.0,16.0,0.875,0.63225424
2171.0,16.0,0.875,0.66255534
2172.0,16.0,0.90625,0.69689655
2173.0,16.0,0.78125,0.69314796
