batch,epoch,train_accuracy,train_loss
745.0,6.0,0.78125,0.8175499
746.0,6.0,0.875,0.65915525
747.0,6.0,0.84375,0.6701801
748.0,6.0,0.75,0.7292869
749.0,6.0,0.78125,0.9176961
750.0,6.0,0.71875,0.82866395
751.0,6.0,0.78125,0.70841455
752.0,6.0,0.8125,0.94288003
753.0,6.0,0.8125,0.8028215
754.0,6.0,0.84375,0.82143843
755.0,6.0,0.78125,0.80975187
756.0,6.0,0.875,0.50679785
757.0,6.0,0.90625,0.57652193
758.0,6.0,0.8125,0.6769175
759.0,6.0,0.8125,0.72486055
760.0,6.0,0.8125,0.6924311
761.0,6.0,0.84375,0.67294365
762.0,6.0,0.78125,1.1317928
763.0,6.0,0.8125,0.8294003
764.0,6.0,0.8125,0.6837265
765.0,6.0,0.84375,0.6700609
766.0,6.0,0.8125,0.6521646
767.0,6.0,0.875,0.5045024
768.0,6.0,0.875,0.56703246
769.0,6.0,0.84375,0.77807045
770.0,6.0,0.84375,0.8995024
771.0,6.0,0.84375,0.6331105
772.0,6.0,0.8125,0.67962164
773.0,6.0,0.78125,1.0882072
774.0,6.0,0.8125,0.64154744
775.0,6.0,0.84375,0.8649137
776.0,6.0,0.875,0.7529206
777.0,6.0,0.8125,0.7429522
778.0,6.0,0.8125,0.78438103
779.0,6.0,0.6875,0.9839851
780.0,6.0,0.84375,0.45993888
781.0,6.0,0.8125,0.7517643
782.0,6.0,0.875,0.46526268
783.0,6.0,0.96875,0.30930513
784.0,6.0,0.875,0.89587986
785.0,6.0,0.8125,0.71378815
786.0,6.0,0.90625,0.6552543
787.0,6.0,0.96875,0.41118145
788.0,6.0,0.71875,0.90384215
789.0,6.0,0.8125,0.72706956
790.0,6.0,0.90625,0.7814854
791.0,6.0,0.5625,1.3860531
792.0,6.0,0.84375,0.7554481
793.0,6.0,0.875,0.7362405
794.0,6.0,0.84375,0.597885
795.0,6.0,0.875,0.7363194
796.0,6.0,0.78125,0.8754604
797.0,6.0,0.875,0.602051
798.0,6.0,0.84375,0.89825886
799.0,6.0,0.78125,0.69624436
800.0,6.0,0.78125,0.92731947
801.0,6.0,0.78125,0.94994473
802.0,6.0,0.8125,0.7582676
803.0,6.0,0.84375,0.6289963
804.0,6.0,0.8125,0.90627813
805.0,6.0,0.875,0.71120465
806.0,6.0,0.84375,0.61430776
807.0,6.0,0.875,0.7782199
808.0,6.0,0.84375,0.6237794
809.0,6.0,0.90625,0.8031714
810.0,6.0,0.78125,0.6737343
811.0,6.0,0.75,0.9362027
812.0,6.0,0.84375,0.6763464
813.0,6.0,0.84375,0.79231584
814.0,6.0,0.78125,1.016275
815.0,6.0,0.78125,0.83221215
816.0,6.0,1.0,0.4961888
817.0,7.0,0.90625,0.62997943
818.0,7.0,0.71875,1.0884682
819.0,7.0,0.78125,0.72215784
820.0,7.0,0.8125,0.8293545
821.0,7.0,0.84375,0.61614794
822.0,7.0,0.8125,0.6830568
823.0,7.0,0.84375,0.98504865
824.0,7.0,0.78125,0.8931098
825.0,7.0,0.9375,0.4588262
826.0,7.0,0.96875,0.4013559
827.0,7.0,0.8125,0.75630486
828.0,7.0,0.75,0.84593785
829.0,7.0,0.8125,0.8684514
830.0,7.0,0.875,0.6071372
831.0,7.0,0.75,0.8331445
832.0,7.0,0.96875,0.5689231
833.0,7.0,0.875,0.5270716
834.0,7.0,0.90625,0.56136984
835.0,7.0,0.875,0.6841581
836.0,7.0,0.9375,0.56390893
837.0,7.0,0.9375,0.39857617
838.0,7.0,0.875,0.59902036
839.0,7.0,0.84375,0.7139935
840.0,7.0,0.9375,0.8561618
841.0,7.0,0.78125,0.7866588
842.0,7.0,0.90625,0.50211114
843.0,7.0,0.875,0.6696147
844.0,7.0,0.875,0.61183625
845.0,7.0,0.84375,0.6573014
846.0,7.0,0.90625,0.7306851
847.0,7.0,0.8125,0.87937486
848.0,7.0,0.65625,1.2763021
849.0,7.0,0.90625,0.54436344
850.0,7.0,0.78125,0.8355626
851.0,7.0,0.875,0.6522825
852.0,7.0,0.75,1.0211407
853.0,7.0,0.78125,0.9081372
854.0,7.0,0.84375,0.645231
855.0,7.0,0.84375,0.8227978
856.0,7.0,0.78125,0.76008403
857.0,7.0,0.8125,0.9341545
858.0,7.0,0.75,0.8177113
859.0,7.0,0.8125,0.61555564
860.0,7.0,0.84375,0.60652333
861.0,7.0,0.8125,1.0208596
862.0,7.0,0.84375,0.81711984
863.0,7.0,0.75,0.8561909
864.0,7.0,0.75,1.0206536
865.0,7.0,0.84375,0.5799307
866.0,7.0,0.78125,1.0283691
867.0,7.0,0.8125,0.74126846
868.0,7.0,0.84375,0.8493763
869.0,7.0,0.8125,0.88315165
870.0,7.0,0.84375,0.7705358
871.0,7.0,0.90625,0.6316386
872.0,7.0,0.8125,1.0441886
873.0,7.0,0.8125,0.849403
874.0,7.0,0.84375,0.66808206
875.0,7.0,0.8125,0.72762036
876.0,7.0,0.875,0.8368174
877.0,7.0,0.6875,1.0500022
878.0,7.0,0.84375,0.78820693
879.0,7.0,0.90625,0.5558866
880.0,7.0,0.9375,0.45628744
881.0,7.0,0.75,0.91114795
882.0,7.0,0.78125,0.65155745
883.0,7.0,0.8125,0.9440076
884.0,7.0,0.78125,0.7940196
885.0,7.0,0.65625,1.3206418
886.0,7.0,0.875,0.61769605
887.0,7.0,0.8125,0.7361098
888.0,7.0,0.71875,1.1710224
889.0,7.0,0.84375,0.6094206
890.0,7.0,0.875,0.51518387
891.0,7.0,0.78125,0.75087947
892.0,7.0,0.875,0.78259486
893.0,7.0,0.84375,0.75427485
894.0,7.0,0.84375,0.76749736
895.0,7.0,0.78125,0.81446236
896.0,7.0,0.84375,0.7862041
897.0,7.0,0.78125,1.0166368
898.0,7.0,0.75,0.88818216
899.0,7.0,0.875,0.61298674
900.0,7.0,0.9375,0.47120702
901.0,7.0,0.75,1.2613038
902.0,7.0,0.8125,0.81751186
903.0,7.0,0.84375,0.65576327
904.0,7.0,0.84375,0.67736125
905.0,7.0,0.84375,0.67085755
906.0,7.0,0.9375,0.5407478
907.0,7.0,0.84375,1.0844007
908.0,7.0,0.875,0.78564996
909.0,7.0,0.84375,0.7996488
910.0,7.0,0.84375,0.59641016
911.0,7.0,0.84375,0.7162988
912.0,7.0,0.90625,0.51296437
913.0,7.0,0.84375,0.7238167
914.0,7.0,0.75,0.8602297
915.0,7.0,0.90625,0.6680337
916.0,7.0,0.96875,0.37075067
917.0,7.0,0.8125,0.7395513
918.0,7.0,0.875,0.5431317
919.0,7.0,0.84375,0.60306954
920.0,7.0,0.78125,0.80942214
921.0,7.0,0.59375,1.0671315
922.0,7.0,0.9375,0.3030711
923.0,7.0,0.8125,0.55109024
924.0,7.0,0.875,0.6306335
925.0,7.0,0.71875,0.9063007
926.0,7.0,0.78125,0.5819688
927.0,7.0,0.75,0.99723864
928.0,7.0,0.90625,0.49566808
929.0,7.0,0.8125,0.7130295
930.0,7.0,0.875,0.65880245
931.0,7.0,0.75,0.8148565
932.0,7.0,0.84375,0.75139004
933.0,7.0,0.84375,0.60039866
934.0,7.0,0.875,0.57530254
935.0,7.0,0.96875,0.38685092
936.0,7.0,0.75,0.9068781
937.0,7.0,0.75,0.7096975
938.0,7.0,0.8125,0.9109949
939.0,7.0,0.78125,0.8412223
940.0,7.0,0.875,0.5337799
941.0,7.0,0.84375,0.5763429
942.0,7.0,0.84375,0.5867421
943.0,7.0,0.8125,0.7042893
944.0,7.0,0.84375,0.55664045
945.0,7.0,0.78125,1.0853177
946.0,7.0,0.8125,0.6438893
947.0,7.0,0.84375,0.7394837
948.0,7.0,0.84375,0.6572126
949.0,7.0,0.84375,0.7403172
950.0,7.0,0.71875,1.1859596
951.0,7.0,0.875,0.80977994
952.0,7.0,0.8333333333333334,0.7233816
953.0,8.0,0.90625,0.5057654
954.0,8.0,0.6875,1.2008855
955.0,8.0,0.78125,0.65711874
956.0,8.0,0.90625,0.4962431
957.0,8.0,0.8125,0.7310637
958.0,8.0,0.71875,1.1243302
959.0,8.0,0.84375,0.6724551
960.0,8.0,0.84375,0.6463914
961.0,8.0,0.90625,0.4850966
962.0,8.0,0.84375,0.64083284
963.0,8.0,0.84375,0.4967704
964.0,8.0,0.9375,0.47673988
965.0,8.0,0.90625,0.48190007
966.0,8.0,0.84375,0.74751025
967.0,8.0,0.9375,0.5481481
968.0,8.0,0.78125,0.7089878
969.0,8.0,0.875,0.6025309
970.0,8.0,0.84375,0.72185725
971.0,8.0,0.84375,0.6234089
972.0,8.0,0.71875,0.97791404
973.0,8.0,0.875,0.5916274
974.0,8.0,0.8125,0.80932665
975.0,8.0,0.84375,0.4323546
976.0,8.0,0.8125,0.93382955
977.0,8.0,0.84375,0.54787385
978.0,8.0,0.90625,0.6587269
979.0,8.0,0.78125,0.70826894
980.0,8.0,0.8125,0.7620257
981.0,8.0,0.75,0.84689015
982.0,8.0,0.71875,0.8830935
983.0,8.0,0.78125,0.8282436
984.0,8.0,0.8125,0.6638095
985.0,8.0,0.71875,0.82689536
986.0,8.0,0.78125,0.8875834
987.0,8.0,0.875,0.44538897
988.0,8.0,0.875,0.5968267
989.0,8.0,0.78125,0.9241201
990.0,8.0,0.84375,0.55326253
991.0,8.0,0.84375,0.70887834
992.0,8.0,0.78125,0.71957517
993.0,8.0,0.78125,0.9605984
994.0,8.0,0.875,0.63460714
995.0,8.0,0.875,0.7019681
996.0,8.0,0.84375,0.6721386
997.0,8.0,0.78125,0.8762253
998.0,8.0,0.9375,0.49099374
999.0,8.0,0.875,0.6081154
1000.0,8.0,0.84375,0.6215717
1001.0,8.0,0.875,0.6641527
1002.0,8.0,0.8125,0.6768454
1003.0,8.0,0.78125,0.63600516
1004.0,8.0,0.65625,1.0343608
1005.0,8.0,0.875,0.6196431
1006.0,8.0,0.75,0.973084
1007.0,8.0,0.78125,0.5690316
1008.0,8.0,0.90625,0.5545555
1009.0,8.0,0.84375,0.6426632
1010.0,8.0,0.90625,0.4760017
1011.0,8.0,0.84375,0.7225374
1012.0,8.0,0.84375,0.667794
1013.0,8.0,0.78125,0.821206
1014.0,8.0,0.9375,0.3785249
1015.0,8.0,0.78125,0.7144928
1016.0,8.0,0.8125,0.64452696
1017.0,8.0,0.875,0.67363423
1018.0,8.0,0.90625,0.36839768
1019.0,8.0,0.90625,0.55172634
1020.0,8.0,0.84375,0.6899527
1021.0,8.0,1.0,0.20313622
1022.0,8.0,0.875,0.5243381
1023.0,8.0,0.71875,0.86903447
1024.0,8.0,0.875,0.8038456
1025.0,8.0,0.84375,0.81626374
1026.0,8.0,0.65625,0.9376785
1027.0,8.0,0.8125,0.62933725
1028.0,8.0,0.5625,1.3842047
1029.0,8.0,0.875,0.55810106
1030.0,8.0,0.78125,0.9066073
1031.0,8.0,0.875,0.5783489
1032.0,8.0,0.875,0.5106481
1033.0,8.0,0.78125,0.82185614
1034.0,8.0,0.8125,0.6158873
1035.0,8.0,0.84375,0.7505893
1036.0,8.0,0.8125,0.74304724
1037.0,8.0,0.875,0.58430564
1038.0,8.0,0.84375,0.5174412
1039.0,8.0,0.8125,0.63648784
1040.0,8.0,0.8125,0.64560586
1041.0,8.0,0.8125,0.6273806
1042.0,8.0,0.875,0.52279836
1043.0,8.0,0.78125,0.7415842
1044.0,8.0,0.84375,0.70853174
1045.0,8.0,0.875,0.6187979
1046.0,8.0,0.9375,0.35171103
1047.0,8.0,0.84375,0.7278322
1048.0,8.0,0.84375,0.4813281
1049.0,8.0,0.875,0.69945115
1050.0,8.0,0.9375,0.5391065
1051.0,8.0,0.90625,0.6794014
1052.0,8.0,0.8125,0.79538786
1053.0,8.0,0.8125,0.8212375
1054.0,8.0,0.75,0.7458548
1055.0,8.0,0.75,0.79489475
1056.0,8.0,0.78125,0.6057058
1057.0,8.0,0.8125,0.84940493
1058.0,8.0,0.875,0.6426927
1059.0,8.0,0.90625,0.51498675
1060.0,8.0,0.84375,0.57940733
1061.0,8.0,0.625,1.1916478
1062.0,8.0,0.78125,0.8772087
1063.0,8.0,0.8125,0.9546126
1064.0,8.0,0.90625,0.4482076
1065.0,8.0,0.71875,1.1562889
1066.0,8.0,0.90625,0.630305
1067.0,8.0,0.78125,0.86153245
1068.0,8.0,0.84375,0.85239804
1069.0,8.0,0.875,0.6082641
1070.0,8.0,0.8125,0.57706136
1071.0,8.0,0.78125,0.5580243
1072.0,8.0,0.84375,0.8040426
1073.0,8.0,0.8125,0.8739644
1074.0,8.0,0.96875,0.3072115
1075.0,8.0,0.8125,0.81078744
1076.0,8.0,0.75,1.102014
1077.0,8.0,0.75,0.8868019
1078.0,8.0,0.84375,0.70978695
1079.0,8.0,0.8125,0.6782961
1080.0,8.0,0.875,0.544864
1081.0,8.0,0.75,0.66757333
1082.0,8.0,0.875,0.62493014
1083.0,8.0,0.75,0.8957115
1084.0,8.0,0.75,0.92623913
1085.0,8.0,0.84375,0.5346741
1086.0,8.0,0.9375,0.56143993
1087.0,8.0,0.84375,0.6324442
1088.0,8.0,0.8333333333333334,0.91502947
1089.0,9.0,0.84375,0.598528
1090.0,9.0,0.8125,0.8051325
1091.0,9.0,0.71875,0.8813598
1092.0,9.0,0.8125,0.78086174
1093.0,9.0,0.875,0.54483104
1094.0,9.0,0.75,0.62214833
1095.0,9.0,0.78125,0.83501613
1096.0,9.0,0.78125,0.8990435
1097.0,9.0,0.96875,0.35741943
1098.0,9.0,0.84375,0.6905111
1099.0,9.0,0.8125,0.6202964
1100.0,9.0,0.90625,0.53419024
1101.0,9.0,0.875,0.49335232
1102.0,9.0,0.875,0.5935436
1103.0,9.0,0.9375,0.36882842
1104.0,9.0,0.78125,0.7812602
1105.0,9.0,0.84375,0.6015202
1106.0,9.0,0.78125,0.69633365
1107.0,9.0,0.875,0.440307
1108.0,9.0,0.8125,0.8476908
1109.0,9.0,0.90625,0.4698138
1110.0,9.0,0.84375,0.6198964
1111.0,9.0,0.8125,0.59337
1112.0,9.0,0.875,0.7464077
1113.0,9.0,0.78125,0.8709081
1114.0,9.0,0.8125,0.59538585
1115.0,9.0,0.84375,0.5402775
1116.0,9.0,0.84375,0.55237085
1117.0,9.0,0.78125,0.92853844
1118.0,9.0,0.78125,0.76697135
1119.0,9.0,0.78125,0.8296138
1120.0,9.0,0.8125,0.91531926
1121.0,9.0,0.84375,0.5949768
1122.0,9.0,0.90625,0.36337033
1123.0,9.0,0.90625,0.43466458
1124.0,9.0,0.8125,0.69674623
1125.0,9.0,0.875,0.5230624
1126.0,9.0,0.8125,0.85264134
1127.0,9.0,0.84375,0.64700854
1128.0,9.0,0.78125,0.67187166
1129.0,9.0,0.8125,0.66599756
1130.0,9.0,0.75,0.8367701
1131.0,9.0,0.875,0.6590012
1132.0,9.0,0.78125,0.6633237
1133.0,9.0,0.75,0.6801367
1134.0,9.0,0.71875,0.9989752
1135.0,9.0,0.75,0.7339647
1136.0,9.0,0.875,0.66237926
1137.0,9.0,0.84375,0.75828433
1138.0,9.0,0.84375,0.5660556
1139.0,9.0,0.9375,0.5636396
1140.0,9.0,0.875,0.5772602
1141.0,9.0,0.71875,0.9323851
1142.0,9.0,0.8125,0.72191834
1143.0,9.0,0.78125,0.9683855
1144.0,9.0,0.78125,0.81956786
1145.0,9.0,0.75,0.79455876
1146.0,9.0,0.875,0.526428
1147.0,9.0,0.90625,0.43367407
1148.0,9.0,0.75,0.89790136
1149.0,9.0,0.78125,0.8769919
1150.0,9.0,0.90625,0.5871063
1151.0,9.0,0.71875,0.90657544
1152.0,9.0,0.78125,1.2052898
1153.0,9.0,0.6875,1.1330974
1154.0,9.0,0.75,0.94734776
1155.0,9.0,0.84375,0.6701539
1156.0,9.0,0.84375,0.50908095
1157.0,9.0,0.84375,0.6688304
1158.0,9.0,0.8125,0.7134567
1159.0,9.0,0.78125,0.6972901
1160.0,9.0,0.8125,0.7097189
1161.0,9.0,0.78125,1.0081264
1162.0,9.0,0.8125,0.76069206
1163.0,9.0,0.84375,0.65454143
1164.0,9.0,0.78125,0.85057205
1165.0,9.0,0.8125,0.8450629
1166.0,9.0,0.75,0.8984609
1167.0,9.0,0.84375,0.7012422
1168.0,9.0,0.90625,0.5153885
1169.0,9.0,0.84375,0.68337774
1170.0,9.0,0.71875,0.96257734
1171.0,9.0,0.8125,0.7627779
1172.0,9.0,0.9375,0.51221716
1173.0,9.0,0.96875,0.34693447
1174.0,9.0,0.71875,1.1737603
1175.0,9.0,0.8125,0.67265505
1176.0,9.0,0.78125,0.805919
1177.0,9.0,0.78125,0.7211604
1178.0,9.0,0.84375,0.7530848
1179.0,9.0,0.875,0.7215128
1180.0,9.0,0.75,0.8808978
1181.0,9.0,0.65625,1.3836597
1182.0,9.0,0.90625,0.3829539
1183.0,9.0,0.75,0.8107229
1184.0,9.0,0.78125,0.9168757
1185.0,9.0,0.90625,0.46974537
1186.0,9.0,0.75,0.9204654
1187.0,9.0,0.78125,0.7237189
1188.0,9.0,0.84375,0.71111035
1189.0,9.0,0.71875,0.9107223
1190.0,9.0,0.84375,0.67740774
1191.0,9.0,0.84375,0.703066
1192.0,9.0,0.875,0.73684657
1193.0,9.0,0.90625,0.63303673
1194.0,9.0,0.8125,0.8753333
1195.0,9.0,0.78125,1.0435376
1196.0,9.0,0.75,0.62361866
1197.0,9.0,0.6875,1.0668042
1198.0,9.0,0.8125,0.66255516
1199.0,9.0,0.8125,0.7521484
1200.0,9.0,0.90625,0.418454
1201.0,9.0,0.875,0.6717785
1202.0,9.0,0.78125,0.8520838
1203.0,9.0,0.78125,0.6504309
1204.0,9.0,0.875,0.6569823
1205.0,9.0,0.84375,0.84650534
1206.0,9.0,0.9375,0.41055477
1207.0,9.0,0.90625,0.4617711
1208.0,9.0,0.84375,0.693518
1209.0,9.0,0.78125,0.78143746
1210.0,9.0,0.84375,0.6906775
1211.0,9.0,0.78125,0.77834505
1212.0,9.0,0.84375,0.5724588
1213.0,9.0,0.71875,0.98249435
1214.0,9.0,0.78125,0.6112847
1215.0,9.0,0.78125,0.76663315
1216.0,9.0,0.875,0.5060939
1217.0,9.0,0.90625,0.5905859
1218.0,9.0,0.875,0.59190863
1219.0,9.0,0.875,0.62298733
1220.0,9.0,0.90625,0.42740643
1221.0,9.0,0.8125,0.84547895
1222.0,9.0,0.75,1.1554337
1223.0,9.0,0.84375,0.6989817
1224.0,9.0,0.9166666666666666,0.49641797
1225.0,10.0,0.875,0.42734173
1226.0,10.0,0.8125,0.81422585
1227.0,10.0,0.84375,0.5505231
1228.0,10.0,0.9375,0.45833915
1229.0,10.0,0.8125,0.9063712
1230.0,10.0,0.96875,0.4678821
1231.0,10.0,0.84375,0.5853146
1232.0,10.0,0.8125,0.9667387
1233.0,10.0,0.65625,1.0443795
1234.0,10.0,0.875,0.6802056
1235.0,10.0,0.75,0.9757214
1236.0,10.0,0.84375,0.784868
1237.0,10.0,0.84375,0.6689785
1238.0,10.0,0.90625,0.51412845
1239.0,10.0,0.84375,0.616253
1240.0,10.0,0.875,0.5593455
1241.0,10.0,0.90625,0.45522758
1242.0,10.0,0.875,0.47873437
1243.0,10.0,0.84375,0.63958055
1244.0,10.0,0.8125,0.7607809
1245.0,10.0,0.90625,0.35016984
1246.0,10.0,0.71875,1.0360739
1247.0,10.0,0.9375,0.43479455
1248.0,10.0,0.78125,0.8749289
1249.0,10.0,0.84375,0.73004544
1250.0,10.0,0.84375,0.69289654
1251.0,10.0,0.8125,0.926601
1252.0,10.0,0.90625,0.5131474
1253.0,10.0,0.84375,0.8472298
1254.0,10.0,0.78125,0.9664333
1255.0,10.0,0.90625,0.42165938
1256.0,10.0,0.8125,0.6853679
1257.0,10.0,0.65625,1.1765481
1258.0,10.0,0.75,0.9611899
1259.0,10.0,0.8125,0.74730945
1260.0,10.0,0.90625,0.5836696
1261.0,10.0,0.875,0.54147726
1262.0,10.0,0.71875,0.869694
1263.0,10.0,0.90625,0.38699034
1264.0,10.0,0.84375,0.6347549
1265.0,10.0,0.8125,0.8177225
1266.0,10.0,0.8125,0.6332508
1267.0,10.0,0.8125,0.7309077
1268.0,10.0,0.90625,0.46806872
1269.0,10.0,0.90625,0.36066386
1270.0,10.0,0.65625,1.2181411
1271.0,10.0,0.84375,0.71256715
1272.0,10.0,0.9375,0.43695453
1273.0,10.0,0.6875,1.0452303
1274.0,10.0,0.8125,0.9097408
1275.0,10.0,0.78125,0.77147126
1276.0,10.0,0.84375,0.84588116
1277.0,10.0,0.84375,0.80121475
1278.0,10.0,0.84375,0.89807165
1279.0,10.0,0.75,0.7492853
1280.0,10.0,0.84375,0.7091776
1281.0,10.0,0.78125,0.85023004
1282.0,10.0,0.84375,0.5960281
1283.0,10.0,0.8125,0.573025
1284.0,10.0,0.78125,0.71724236
1285.0,10.0,0.8125,0.69801533
1286.0,10.0,0.65625,1.2297633
1287.0,10.0,0.84375,0.61508137
1288.0,10.0,0.8125,0.6380539
1289.0,10.0,0.78125,0.8656751
1290.0,10.0,0.90625,0.60154617
1291.0,10.0,0.8125,0.84786755
1292.0,10.0,0.875,0.5531783
1293.0,10.0,0.84375,0.4457422
1294.0,10.0,0.84375,0.8284526
1295.0,10.0,0.84375,0.90762633
1296.0,10.0,0.84375,0.5010975
1297.0,10.0,0.84375,0.68829566
1298.0,10.0,0.90625,0.5779498
1299.0,10.0,0.96875,0.32736945
1300.0,10.0,0.8125,0.8788743
1301.0,10.0,0.8125,0.82300305
1302.0,10.0,0.84375,0.84089684
1303.0,10.0,0.875,0.5582469
1304.0,10.0,0.90625,0.442298
1305.0,10.0,0.84375,0.8635964
1306.0,10.0,0.78125,0.8461764
1307.0,10.0,0.875,0.6269489
1308.0,10.0,0.71875,0.8392086
1309.0,10.0,0.9375,0.5309649
1310.0,10.0,0.875,0.54006106
1311.0,10.0,0.78125,0.96824396
1312.0,10.0,0.875,0.70638233
1313.0,10.0,0.78125,0.9455256
1314.0,10.0,0.78125,0.76548
1315.0,10.0,0.875,0.7402567
1316.0,10.0,0.9375,0.34571773
1317.0,10.0,0.75,0.8475446
1318.0,10.0,0.90625,0.45053717
1319.0,10.0,0.84375,0.7574595
1320.0,10.0,0.875,0.646851
1321.0,10.0,0.84375,0.72528094
1322.0,10.0,0.75,0.862316
1323.0,10.0,0.78125,0.77304626
1324.0,10.0,0.90625,0.5339643
1325.0,10.0,0.8125,0.60403526
1326.0,10.0,0.8125,0.6089122
1327.0,10.0,0.84375,0.6586532
1328.0,10.0,0.90625,0.435942
1329.0,10.0,0.9375,0.4855472
1330.0,10.0,0.84375,0.7162759
1331.0,10.0,0.71875,0.98075974
1332.0,10.0,0.90625,0.56462014
1333.0,10.0,0.875,0.52578986
1334.0,10.0,0.8125,0.76584476
1335.0,10.0,0.71875,1.0585706
1336.0,10.0,0.78125,1.0556664
1337.0,10.0,0.9375,0.54736423
1338.0,10.0,0.84375,0.5734309
1339.0,10.0,0.875,0.6249134
1340.0,10.0,0.8125,0.6813468
1341.0,10.0,0.75,0.8185538
1342.0,10.0,0.8125,0.8479054
1343.0,10.0,0.875,0.5662751
1344.0,10.0,0.84375,0.515196
1345.0,10.0,0.84375,0.5504569
1346.0,10.0,0.75,0.97630256
1347.0,10.0,0.875,0.5286059
1348.0,10.0,0.8125,0.73826694
1349.0,10.0,0.78125,0.60296327
1350.0,10.0,0.78125,0.85456645
1351.0,10.0,0.84375,0.88002884
1352.0,10.0,0.875,0.45199585
1353.0,10.0,0.8125,0.58504605
1354.0,10.0,0.90625,0.62807536
1355.0,10.0,0.8125,0.6819098
1356.0,10.0,0.9375,0.411685
1357.0,10.0,0.71875,1.1020876
1358.0,10.0,0.875,0.5104858
1359.0,10.0,0.78125,0.7448626
1360.0,10.0,0.8333333333333334,0.7963381
1361.0,11.0,0.875,0.71778864
1362.0,11.0,0.90625,0.36205903
1363.0,11.0,0.75,1.0414784
1364.0,11.0,0.875,0.64715457
1365.0,11.0,0.8125,0.62275773
1366.0,11.0,0.9375,0.32002324
1367.0,11.0,0.9375,0.4138739
1368.0,11.0,0.90625,0.46843812
1369.0,11.0,0.9375,0.34287643
1370.0,11.0,0.875,0.4962459
1371.0,11.0,0.78125,0.8706549
1372.0,11.0,0.8125,0.5739184
1373.0,11.0,0.875,0.5387772
1374.0,11.0,0.875,0.5108955
1375.0,11.0,0.84375,0.6429398
1376.0,11.0,0.84375,0.72698754
1377.0,11.0,0.8125,0.82522184
1378.0,11.0,0.875,0.45330304
1379.0,11.0,0.875,0.55329823
1380.0,11.0,0.96875,0.39671823
1381.0,11.0,0.875,0.6560805
1382.0,11.0,0.875,0.6378793
1383.0,11.0,0.78125,0.7572331
1384.0,11.0,0.875,0.58216643
1385.0,11.0,0.84375,0.49279904
1386.0,11.0,0.90625,0.37363958
1387.0,11.0,0.84375,0.6979935
1388.0,11.0,0.78125,1.0220457
1389.0,11.0,0.90625,0.5617801
1390.0,11.0,0.75,0.8748467
1391.0,11.0,0.96875,0.45439622
1392.0,11.0,0.90625,0.3901381
1393.0,11.0,0.75,0.86878973
1394.0,11.0,0.84375,0.408366
1395.0,11.0,0.9375,0.32952365
1396.0,11.0,0.9375,0.44220325
1397.0,11.0,0.84375,0.68940246
1398.0,11.0,0.90625,0.6489295
1399.0,11.0,0.78125,1.0090408
1400.0,11.0,0.9375,0.22543554
1401.0,11.0,0.8125,0.6911133
1402.0,11.0,0.78125,0.710705
1403.0,11.0,0.75,0.8620193
1404.0,11.0,0.90625,0.5086489
1405.0,11.0,0.875,0.44871736
1406.0,11.0,0.6875,0.88909715
1407.0,11.0,0.78125,0.73408294
1408.0,11.0,0.84375,0.56811136
1409.0,11.0,0.78125,0.7055673
1410.0,11.0,0.84375,0.5801205
1411.0,11.0,0.78125,0.6825237
1412.0,11.0,0.8125,0.8023444
1413.0,11.0,0.9375,0.37270126
1414.0,11.0,0.65625,1.2946206
1415.0,11.0,0.9375,0.375698
1416.0,11.0,0.78125,0.8873482
1417.0,11.0,0.8125,0.7372638
1418.0,11.0,0.8125,0.73557943
1419.0,11.0,0.8125,0.70020163
1420.0,11.0,0.8125,0.76991993
1421.0,11.0,0.90625,0.44681212
1422.0,11.0,0.78125,0.60554826
1423.0,11.0,0.71875,0.93335646
1424.0,11.0,0.6875,1.1058997
1425.0,11.0,0.875,0.6321908
1426.0,11.0,0.78125,0.6648134
1427.0,11.0,0.8125,0.764582
1428.0,11.0,0.9375,0.41712764
1429.0,11.0,0.9375,0.34192726
1430.0,11.0,0.84375,0.5379233
1431.0,11.0,0.8125,0.8951055
1432.0,11.0,0.90625,0.4340359
1433.0,11.0,0.90625,0.5297981
1434.0,11.0,0.875,0.6311021
1435.0,11.0,0.90625,0.4513574
1436.0,11.0,0.875,0.54873925
1437.0,11.0,0.875,0.46054015
1438.0,11.0,0.8125,0.6016643
1439.0,11.0,0.84375,0.54690355
1440.0,11.0,0.84375,0.94034266
1441.0,11.0,0.71875,0.7181755
1442.0,11.0,0.875,0.64823097
1443.0,11.0,0.8125,0.67422634
1444.0,11.0,0.875,0.5600777
1445.0,11.0,0.875,0.70247114
1446.0,11.0,0.9375,0.3465291
1447.0,11.0,0.71875,1.0680771
1448.0,11.0,0.90625,0.62343925
1449.0,11.0,0.71875,0.82669944
1450.0,11.0,0.8125,0.6805635
1451.0,11.0,0.8125,0.67142147
1452.0,11.0,0.84375,0.70046955
1453.0,11.0,0.875,0.36006448
1454.0,11.0,0.84375,0.6191372
1455.0,11.0,0.84375,0.50084835
1456.0,11.0,0.90625,0.5121119
1457.0,11.0,0.84375,0.47785908
1458.0,11.0,0.875,0.54776067
1459.0,11.0,0.78125,0.78822416
1460.0,11.0,0.75,0.8229028
1461.0,11.0,0.75,0.8599482
1462.0,11.0,0.9375,0.44257703
1463.0,11.0,0.8125,0.6307929
1464.0,11.0,0.84375,0.54446536
